team_api_id,date,buildUpPlaySpeed,buildUpPlaySpeedClass,buildUpPlayDribbling,buildUpPlayDribblingClass,buildUpPlayPassing,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassing,chanceCreationPassingClass,chanceCreationCrossing,chanceCreationCrossingClass,chanceCreationShooting,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressure,defencePressureClass,defenceAggression,defenceAggressionClass,defenceTeamWidth,defenceTeamWidthClass,defenceDefenderLineClass
9803,20/09/2013 0:00,42,Balanced,,Little,44,Mixed,Organised,49,Normal,40,Normal,38,Normal,Organised,47,Medium,44,Press,55,Normal,Cover
9803,19/09/2014 0:00,43,Balanced,46,Normal,44,Mixed,Organised,59,Normal,45,Normal,42,Normal,Organised,39,Medium,37,Press,42,Normal,Cover
9999,22/02/2010 0:00,65,Balanced,,Little,60,Mixed,Organised,50,Normal,35,Normal,40,Normal,Organised,65,Medium,70,Double,70,Wide,Cover
8686,22/02/2010 0:00,70,Fast,,Little,30,Short,Free Form,60,Normal,60,Normal,70,Lots,Free Form,55,Medium,30,Contain,70,Wide,Offside Trap
8686,22/02/2011 0:00,64,Balanced,,Little,30,Short,Organised,67,Risky,50,Normal,65,Normal,Free Form,46,Medium,47,Press,50,Normal,Offside Trap
8686,22/02/2012 0:00,60,Balanced,,Little,40,Mixed,Free Form,65,Normal,35,Normal,50,Normal,Free Form,35,Medium,45,Press,50,Normal,Offside Trap
8686,20/09/2013 0:00,53,Balanced,,Little,55,Mixed,Organised,77,Risky,75,Lots,56,Normal,Free Form,49,Medium,47,Press,53,Normal,Offside Trap
8686,19/09/2014 0:00,67,Fast,48,Normal,38,Mixed,Organised,73,Risky,64,Normal,56,Normal,Free Form,36,Medium,57,Press,34,Normal,Cover
8686,10/09/2015 0:00,68,Fast,27,Little,47,Mixed,Organised,71,Risky,54,Normal,66,Normal,Free Form,36,Medium,57,Press,48,Normal,Cover
8649,20/09/2013 0:00,35,Balanced,,Little,62,Mixed,Organised,50,Normal,36,Normal,50,Normal,Organised,40,Medium,56,Press,47,Normal,Cover
8649,19/09/2014 0:00,34,Balanced,50,Normal,34,Mixed,Organised,44,Normal,38,Normal,38,Normal,Organised,39,Medium,51,Press,44,Normal,Cover
8649,10/09/2015 0:00,45,Balanced,48,Normal,60,Mixed,Organised,46,Normal,49,Normal,58,Normal,Organised,36,Medium,53,Press,34,Normal,Cover
1601,22/02/2010 0:00,30,Slow,,Little,40,Mixed,Organised,50,Normal,35,Normal,70,Lots,Organised,65,Medium,60,Press,50,Normal,Cover
1601,22/02/2011 0:00,48,Balanced,,Little,51,Mixed,Organised,68,Risky,67,Lots,51,Normal,Organised,46,Medium,48,Press,50,Normal,Cover
1601,22/02/2012 0:00,53,Balanced,,Little,55,Mixed,Organised,44,Normal,65,Normal,50,Normal,Organised,43,Medium,44,Press,49,Normal,Cover
1601,20/09/2013 0:00,53,Balanced,,Little,55,Mixed,Organised,44,Normal,65,Normal,50,Normal,Organised,43,Medium,44,Press,49,Normal,Cover
1601,19/09/2014 0:00,53,Balanced,48,Normal,38,Mixed,Organised,66,Normal,65,Normal,50,Normal,Organised,43,Medium,44,Press,49,Normal,Cover
1601,10/09/2015 0:00,47,Balanced,48,Normal,38,Mixed,Organised,61,Normal,65,Normal,50,Normal,Organised,43,Medium,44,Press,49,Normal,Cover
9853,22/02/2010 0:00,65,Balanced,,Little,65,Mixed,Organised,55,Normal,60,Normal,60,Normal,Organised,30,Deep,30,Contain,30,Narrow,Offside Trap
9853,22/02/2011 0:00,65,Balanced,,Little,35,Mixed,Organised,35,Normal,65,Normal,65,Normal,Organised,35,Medium,45,Press,65,Normal,Cover
9853,22/02/2012 0:00,49,Balanced,,Little,52,Mixed,Organised,48,Normal,52,Normal,52,Normal,Organised,35,Medium,44,Press,50,Normal,Cover
9853,20/09/2013 0:00,49,Balanced,,Little,52,Mixed,Organised,48,Normal,52,Normal,52,Normal,Organised,35,Medium,44,Press,50,Normal,Cover
9853,19/09/2014 0:00,58,Balanced,55,Normal,52,Mixed,Organised,48,Normal,52,Normal,52,Normal,Organised,35,Medium,44,Press,50,Normal,Cover
9853,10/09/2015 0:00,58,Balanced,55,Normal,52,Mixed,Organised,48,Normal,64,Normal,52,Normal,Organised,48,Medium,51,Press,49,Normal,Cover
9882,22/02/2010 0:00,60,Balanced,,Little,30,Short,Organised,30,Safe,30,Little,65,Normal,Free Form,50,Medium,30,Contain,55,Normal,Offside Trap
9882,22/02/2011 0:00,50,Balanced,,Little,65,Mixed,Organised,65,Normal,65,Normal,50,Normal,Organised,35,Medium,45,Press,55,Normal,Cover
9882,22/02/2012 0:00,35,Balanced,,Little,35,Mixed,Organised,35,Normal,65,Normal,35,Normal,Organised,45,Medium,45,Press,50,Normal,Cover
9882,20/09/2013 0:00,36,Balanced,,Little,38,Mixed,Organised,49,Normal,62,Normal,33,Little,Organised,50,Medium,51,Press,53,Normal,Cover
9882,19/09/2014 0:00,36,Balanced,56,Normal,38,Mixed,Organised,49,Normal,52,Normal,62,Normal,Organised,54,Medium,57,Press,64,Normal,Offside Trap
9882,10/09/2015 0:00,36,Balanced,56,Normal,38,Mixed,Organised,49,Normal,52,Normal,29,Little,Organised,50,Medium,51,Press,53,Normal,Cover
7943,22/02/2010 0:00,30,Slow,,Little,30,Short,Organised,30,Safe,30,Little,60,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
7943,22/02/2011 0:00,50,Balanced,,Little,50,Mixed,Organised,50,Normal,61,Normal,60,Normal,Organised,45,Medium,30,Contain,30,Narrow,Cover
7943,22/02/2012 0:00,50,Balanced,,Little,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,35,Medium,45,Press,50,Normal,Cover
7943,20/09/2013 0:00,57,Balanced,,Little,60,Mixed,Organised,56,Normal,63,Normal,64,Normal,Organised,38,Medium,47,Press,53,Normal,Offside Trap
7943,19/09/2014 0:00,57,Balanced,71,Lots,60,Mixed,Organised,66,Normal,57,Normal,63,Normal,Organised,54,Medium,47,Press,36,Normal,Offside Trap
7943,10/09/2015 0:00,57,Balanced,65,Normal,60,Mixed,Organised,56,Normal,57,Normal,56,Normal,Organised,38,Medium,47,Press,53,Normal,Cover
7794,22/02/2010 0:00,40,Balanced,,Little,45,Mixed,Organised,50,Normal,35,Normal,55,Normal,Organised,70,High,70,Double,70,Wide,Offside Trap
7794,22/02/2012 0:00,50,Balanced,,Little,50,Mixed,Organised,50,Normal,51,Normal,49,Normal,Organised,44,Medium,45,Press,50,Normal,Cover
7794,20/09/2013 0:00,50,Balanced,,Little,50,Mixed,Organised,50,Normal,51,Normal,49,Normal,Organised,44,Medium,45,Press,50,Normal,Cover
7794,19/09/2014 0:00,67,Fast,61,Normal,43,Mixed,Organised,56,Normal,51,Normal,49,Normal,Organised,39,Medium,47,Press,48,Normal,Cover
7794,10/09/2015 0:00,61,Balanced,61,Normal,52,Mixed,Organised,56,Normal,51,Normal,49,Normal,Organised,44,Medium,55,Press,48,Normal,Cover
10228,22/02/2010 0:00,35,Balanced,,Little,30,Short,Organised,45,Normal,45,Normal,60,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
10228,22/02/2011 0:00,49,Balanced,,Little,48,Mixed,Free Form,52,Normal,67,Lots,52,Normal,Organised,58,Medium,60,Press,65,Normal,Cover
10228,22/02/2012 0:00,67,Fast,,Little,53,Mixed,Organised,48,Normal,75,Lots,39,Normal,Organised,45,Medium,44,Press,48,Normal,Cover
10228,20/09/2013 0:00,47,Balanced,,Little,37,Mixed,Organised,48,Normal,52,Normal,42,Normal,Organised,46,Medium,44,Press,48,Normal,Cover
10228,19/09/2014 0:00,53,Balanced,48,Normal,46,Mixed,Organised,65,Normal,43,Normal,46,Normal,Organised,46,Medium,44,Press,48,Normal,Cover
10228,10/09/2015 0:00,54,Balanced,40,Normal,56,Mixed,Organised,65,Normal,43,Normal,44,Normal,Organised,46,Medium,44,Press,48,Normal,Cover
10189,22/02/2010 0:00,65,Balanced,,Little,55,Mixed,Organised,55,Normal,70,Lots,70,Lots,Organised,70,High,45,Press,70,Wide,Cover
10189,22/02/2011 0:00,63,Balanced,,Little,57,Mixed,Organised,55,Normal,70,Lots,62,Normal,Organised,37,Medium,67,Double,38,Normal,Cover
10189,22/02/2012 0:00,50,Balanced,,Little,36,Mixed,Organised,59,Normal,52,Normal,56,Normal,Organised,43,Medium,44,Press,53,Normal,Cover
10189,20/09/2013 0:00,60,Balanced,,Little,47,Mixed,Organised,62,Normal,54,Normal,52,Normal,Organised,45,Medium,58,Press,42,Normal,Cover
10189,19/09/2014 0:00,39,Balanced,54,Normal,45,Mixed,Organised,42,Normal,56,Normal,41,Normal,Organised,51,Medium,51,Press,40,Normal,Cover
10189,10/09/2015 0:00,58,Balanced,43,Normal,42,Mixed,Organised,64,Normal,61,Normal,37,Normal,Organised,55,Medium,59,Press,56,Normal,Cover
9777,22/02/2010 0:00,30,Slow,,Little,55,Mixed,Organised,45,Normal,70,Lots,60,Normal,Organised,55,Medium,60,Press,55,Normal,Cover
9777,22/02/2012 0:00,48,Balanced,,Little,51,Mixed,Organised,53,Normal,66,Normal,45,Normal,Organised,49,Medium,45,Press,49,Normal,Cover
9777,20/09/2013 0:00,48,Balanced,,Little,51,Mixed,Organised,53,Normal,66,Normal,45,Normal,Organised,49,Medium,45,Press,49,Normal,Cover
8302,22/02/2010 0:00,30,Slow,,Little,30,Short,Free Form,70,Risky,60,Normal,70,Lots,Free Form,60,Medium,70,Double,65,Normal,Offside Trap
8302,22/02/2011 0:00,68,Fast,,Little,58,Mixed,Free Form,68,Risky,67,Lots,71,Lots,Free Form,57,Medium,58,Press,68,Wide,Cover
8302,22/02/2012 0:00,61,Balanced,,Little,65,Mixed,Organised,53,Normal,57,Normal,38,Normal,Organised,38,Medium,49,Press,55,Normal,Cover
8302,20/09/2013 0:00,65,Balanced,,Little,65,Mixed,Organised,53,Normal,57,Normal,38,Normal,Organised,38,Medium,49,Press,55,Normal,Cover
8302,19/09/2014 0:00,65,Balanced,53,Normal,65,Mixed,Organised,53,Normal,57,Normal,38,Normal,Organised,38,Medium,49,Press,55,Normal,Cover
8302,10/09/2015 0:00,53,Balanced,53,Normal,53,Mixed,Organised,53,Normal,52,Normal,60,Normal,Organised,42,Medium,48,Press,59,Normal,Cover
10179,22/02/2010 0:00,35,Balanced,,Little,60,Mixed,Organised,50,Normal,60,Normal,60,Normal,Organised,35,Medium,40,Press,45,Normal,Offside Trap
10179,22/02/2011 0:00,47,Balanced,,Little,56,Mixed,Organised,67,Risky,56,Normal,54,Normal,Organised,41,Medium,43,Press,39,Normal,Cover
10179,22/02/2012 0:00,61,Balanced,,Little,37,Mixed,Organised,62,Normal,50,Normal,53,Normal,Organised,45,Medium,43,Press,54,Normal,Cover
10179,20/09/2013 0:00,61,Balanced,,Little,37,Mixed,Organised,62,Normal,50,Normal,53,Normal,Organised,45,Medium,43,Press,54,Normal,Cover
10179,19/09/2014 0:00,61,Balanced,57,Normal,37,Mixed,Organised,62,Normal,50,Normal,53,Normal,Organised,45,Medium,47,Press,54,Normal,Cover
10179,10/09/2015 0:00,61,Balanced,57,Normal,37,Mixed,Organised,62,Normal,50,Normal,53,Normal,Organised,45,Medium,47,Press,54,Normal,Cover
8025,22/02/2010 0:00,30,Slow,,Little,45,Mixed,Organised,45,Normal,35,Normal,70,Lots,Organised,60,Medium,70,Double,50,Normal,Cover
8025,22/02/2011 0:00,47,Balanced,,Little,55,Mixed,Organised,45,Normal,48,Normal,54,Normal,Organised,48,Medium,47,Press,51,Normal,Cover
8025,22/02/2012 0:00,65,Balanced,,Little,63,Mixed,Organised,67,Risky,31,Little,67,Lots,Organised,24,Deep,24,Contain,39,Normal,Cover
8025,20/09/2013 0:00,65,Balanced,,Little,50,Mixed,Organised,67,Risky,31,Little,67,Lots,Organised,30,Deep,30,Contain,40,Normal,Cover
8025,19/09/2014 0:00,47,Balanced,53,Normal,34,Mixed,Organised,38,Normal,36,Normal,68,Lots,Organised,37,Medium,37,Press,39,Normal,Cover
8025,10/09/2015 0:00,50,Balanced,55,Normal,35,Mixed,Organised,51,Normal,51,Normal,55,Normal,Organised,45,Medium,55,Press,39,Normal,Cover
9874,22/02/2010 0:00,66,Balanced,,Little,70,Long,Organised,35,Normal,40,Normal,50,Normal,Organised,65,Medium,30,Contain,65,Normal,Cover
9874,22/02/2011 0:00,50,Balanced,,Little,50,Mixed,Organised,35,Normal,65,Normal,35,Normal,Organised,45,Medium,55,Press,65,Normal,Cover
9874,22/02/2012 0:00,63,Balanced,,Little,39,Mixed,Organised,63,Normal,72,Lots,49,Normal,Organised,54,Medium,43,Press,49,Normal,Cover
9874,20/09/2013 0:00,63,Balanced,,Little,39,Mixed,Organised,63,Normal,64,Normal,49,Normal,Organised,54,Medium,43,Press,49,Normal,Cover
9874,19/09/2014 0:00,63,Balanced,62,Normal,39,Mixed,Organised,63,Normal,64,Normal,49,Normal,Organised,54,Medium,43,Press,49,Normal,Cover
9874,10/09/2015 0:00,63,Balanced,62,Normal,39,Mixed,Organised,63,Normal,64,Normal,49,Normal,Organised,54,Medium,43,Press,49,Normal,Cover
8466,22/02/2010 0:00,70,Fast,,Little,55,Mixed,Organised,70,Risky,70,Lots,65,Normal,Organised,70,High,70,Double,70,Wide,Cover
8466,22/02/2011 0:00,52,Balanced,,Little,37,Mixed,Organised,48,Normal,49,Normal,47,Normal,Organised,43,Medium,43,Press,48,Normal,Cover
8466,22/02/2012 0:00,47,Balanced,,Little,52,Mixed,Organised,54,Normal,56,Normal,60,Normal,Organised,48,Medium,52,Press,44,Normal,Cover
8466,20/09/2013 0:00,47,Balanced,,Little,38,Mixed,Organised,52,Normal,56,Normal,58,Normal,Free Form,57,Medium,63,Press,44,Normal,Cover
8466,19/09/2014 0:00,47,Balanced,41,Normal,40,Mixed,Organised,42,Normal,56,Normal,51,Normal,Free Form,62,Medium,64,Press,44,Normal,Cover
8466,10/09/2015 0:00,52,Balanced,31,Little,46,Mixed,Organised,42,Normal,54,Normal,30,Little,Organised,50,Medium,65,Press,44,Normal,Cover
8614,22/02/2010 0:00,35,Balanced,,Little,40,Mixed,Organised,30,Safe,45,Normal,65,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
9986,22/02/2010 0:00,40,Balanced,,Little,50,Mixed,Organised,45,Normal,43,Normal,60,Normal,Organised,70,High,70,Double,70,Wide,Cover
9986,22/02/2011 0:00,47,Balanced,,Little,36,Mixed,Organised,34,Normal,33,Little,53,Normal,Organised,49,Medium,58,Press,48,Normal,Cover
9986,20/09/2013 0:00,60,Balanced,,Little,53,Mixed,Organised,48,Normal,50,Normal,48,Normal,Organised,42,Medium,48,Press,49,Normal,Cover
9986,19/09/2014 0:00,60,Balanced,47,Normal,53,Mixed,Organised,48,Normal,50,Normal,48,Normal,Organised,42,Medium,48,Press,49,Normal,Cover
9986,10/09/2015 0:00,60,Balanced,47,Normal,53,Mixed,Organised,48,Normal,50,Normal,48,Normal,Organised,39,Medium,48,Press,49,Normal,Cover
9768,22/02/2010 0:00,30,Slow,,Little,30,Short,Organised,55,Normal,60,Normal,55,Normal,Free Form,30,Deep,30,Contain,30,Narrow,Offside Trap
9768,22/02/2011 0:00,50,Balanced,,Little,35,Mixed,Organised,65,Normal,65,Normal,35,Normal,Organised,55,Medium,45,Press,50,Normal,Cover
9768,22/02/2012 0:00,53,Balanced,,Little,56,Mixed,Organised,67,Risky,68,Lots,69,Lots,Organised,52,Medium,49,Press,54,Normal,Cover
9768,20/09/2013 0:00,53,Balanced,,Little,56,Mixed,Organised,67,Risky,68,Lots,60,Normal,Free Form,52,Medium,49,Press,54,Normal,Cover
9768,19/09/2014 0:00,55,Balanced,65,Normal,56,Mixed,Organised,42,Normal,50,Normal,55,Normal,Organised,60,Medium,60,Press,54,Normal,Cover
9768,10/09/2015 0:00,57,Balanced,65,Normal,56,Mixed,Organised,42,Normal,50,Normal,55,Normal,Organised,60,Medium,60,Press,54,Normal,Cover
9869,22/02/2010 0:00,70,Fast,,Little,55,Mixed,Organised,65,Normal,50,Normal,70,Lots,Organised,70,High,70,Double,55,Normal,Cover
9869,22/02/2011 0:00,68,Fast,,Little,53,Mixed,Organised,67,Risky,51,Normal,65,Normal,Organised,58,Medium,51,Press,55,Normal,Cover
9869,22/02/2012 0:00,51,Balanced,,Little,43,Mixed,Organised,68,Risky,61,Normal,44,Normal,Organised,36,Medium,60,Press,39,Normal,Cover
9869,20/09/2013 0:00,55,Balanced,,Little,43,Mixed,Organised,68,Risky,61,Normal,44,Normal,Organised,36,Medium,60,Press,39,Normal,Cover
9869,19/09/2014 0:00,55,Balanced,48,Normal,43,Mixed,Organised,68,Risky,61,Normal,44,Normal,Organised,36,Medium,60,Press,39,Normal,Cover
9869,10/09/2015 0:00,55,Balanced,48,Normal,50,Mixed,Organised,62,Normal,59,Normal,38,Normal,Organised,45,Medium,54,Press,41,Normal,Cover
9875,22/02/2010 0:00,70,Fast,,Little,30,Short,Free Form,30,Safe,35,Normal,70,Lots,Free Form,50,Medium,70,Double,45,Normal,Cover
9875,22/02/2011 0:00,50,Balanced,,Little,35,Mixed,Free Form,65,Normal,65,Normal,50,Normal,Organised,50,Medium,70,Double,45,Normal,Cover
9875,22/02/2012 0:00,60,Balanced,,Little,50,Mixed,Organised,65,Normal,65,Normal,50,Normal,Organised,45,Medium,55,Press,50,Normal,Cover
9875,20/09/2013 0:00,68,Fast,,Little,52,Mixed,Organised,68,Risky,69,Lots,53,Normal,Organised,44,Medium,57,Press,53,Normal,Offside Trap
9875,19/09/2014 0:00,72,Fast,74,Lots,34,Mixed,Organised,76,Risky,66,Normal,73,Lots,Organised,61,Medium,59,Press,39,Normal,Cover
9875,10/09/2015 0:00,53,Balanced,70,Lots,37,Mixed,Organised,68,Risky,54,Normal,67,Lots,Organised,47,Medium,57,Press,53,Normal,Offside Trap
10190,22/02/2010 0:00,35,Balanced,,Little,60,Mixed,Organised,35,Normal,55,Normal,55,Normal,Organised,50,Medium,55,Press,50,Normal,Cover
10190,22/02/2011 0:00,47,Balanced,,Little,55,Mixed,Organised,47,Normal,54,Normal,56,Normal,Organised,49,Medium,55,Press,48,Normal,Cover
10190,20/09/2013 0:00,52,Balanced,,Little,48,Mixed,Organised,39,Normal,39,Normal,37,Normal,Organised,40,Medium,41,Press,52,Normal,Cover
10190,19/09/2014 0:00,52,Balanced,46,Normal,48,Mixed,Organised,39,Normal,39,Normal,37,Normal,Organised,40,Medium,41,Press,52,Normal,Cover
10190,10/09/2015 0:00,52,Balanced,46,Normal,48,Mixed,Organised,39,Normal,39,Normal,37,Normal,Organised,40,Medium,36,Press,52,Normal,Cover
9800,22/02/2010 0:00,70,Fast,,Little,70,Long,Organised,70,Risky,70,Lots,70,Lots,Organised,60,Medium,70,Double,70,Wide,Cover
9800,22/02/2011 0:00,48,Balanced,,Little,48,Mixed,Organised,52,Normal,48,Normal,48,Normal,Organised,43,Medium,44,Press,51,Normal,Cover
9800,22/02/2012 0:00,60,Balanced,,Little,75,Long,Organised,62,Normal,45,Normal,60,Normal,Organised,50,Medium,48,Press,40,Normal,Cover
9800,20/09/2013 0:00,42,Balanced,,Little,43,Mixed,Organised,47,Normal,46,Normal,60,Normal,Organised,53,Medium,49,Press,42,Normal,Cover
9800,19/09/2014 0:00,58,Balanced,50,Normal,70,Long,Organised,62,Normal,56,Normal,61,Normal,Organised,50,Medium,49,Press,41,Normal,Cover
9800,10/09/2015 0:00,38,Balanced,53,Normal,33,Short,Organised,53,Normal,58,Normal,53,Normal,Organised,60,Medium,58,Press,48,Normal,Cover
8152,22/02/2010 0:00,60,Balanced,,Little,60,Mixed,Organised,50,Normal,70,Lots,70,Lots,Organised,60,Medium,70,Double,55,Normal,Cover
8152,22/02/2011 0:00,60,Balanced,,Little,42,Mixed,Organised,63,Normal,55,Normal,56,Normal,Organised,49,Medium,60,Press,55,Normal,Cover
8152,22/02/2012 0:00,53,Balanced,,Little,64,Mixed,Organised,60,Normal,34,Normal,53,Normal,Organised,49,Medium,44,Press,59,Normal,Cover
8152,20/09/2013 0:00,53,Balanced,,Little,56,Mixed,Organised,62,Normal,46,Normal,53,Normal,Organised,49,Medium,44,Press,57,Normal,Cover
8152,19/09/2014 0:00,53,Balanced,52,Normal,56,Mixed,Organised,68,Risky,53,Normal,34,Normal,Organised,46,Medium,44,Press,54,Normal,Cover
8152,10/09/2015 0:00,52,Balanced,52,Normal,56,Mixed,Organised,62,Normal,53,Normal,38,Normal,Organised,39,Medium,44,Press,57,Normal,Cover
8467,22/02/2010 0:00,70,Fast,,Little,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,30,Deep,70,Double,30,Narrow,Cover
8467,22/02/2011 0:00,67,Fast,,Little,48,Mixed,Organised,47,Normal,47,Normal,54,Normal,Organised,33,Deep,47,Press,37,Normal,Cover
8467,22/02/2012 0:00,57,Balanced,,Little,57,Mixed,Organised,46,Normal,48,Normal,38,Normal,Organised,42,Medium,38,Press,52,Normal,Cover
8467,20/09/2013 0:00,60,Balanced,,Little,58,Mixed,Organised,48,Normal,49,Normal,38,Normal,Organised,44,Medium,42,Press,56,Normal,Cover
8467,19/09/2014 0:00,56,Balanced,48,Normal,57,Mixed,Organised,47,Normal,49,Normal,40,Normal,Organised,40,Medium,40,Press,52,Normal,Cover
8467,10/09/2015 0:00,62,Balanced,52,Normal,48,Mixed,Organised,47,Normal,49,Normal,40,Normal,Organised,37,Medium,48,Press,55,Normal,Cover
9997,22/02/2010 0:00,50,Balanced,,Little,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,50,Medium,50,Press,50,Normal,Cover
9997,22/02/2011 0:00,53,Balanced,,Little,53,Mixed,Organised,48,Normal,52,Normal,53,Normal,Organised,46,Medium,46,Press,46,Normal,Cover
9997,22/02/2012 0:00,52,Balanced,,Little,55,Mixed,Organised,52,Normal,55,Normal,47,Normal,Organised,32,Deep,40,Press,41,Normal,Cover
9985,22/02/2010 0:00,53,Balanced,,Little,40,Mixed,Organised,55,Normal,55,Normal,65,Normal,Organised,70,High,70,Double,65,Normal,Cover
9985,22/02/2011 0:00,68,Fast,,Little,66,Mixed,Organised,53,Normal,66,Normal,63,Normal,Free Form,59,Medium,47,Press,66,Normal,Cover
9985,22/02/2012 0:00,75,Fast,,Little,70,Long,Organised,55,Normal,58,Normal,60,Normal,Organised,45,Medium,60,Press,52,Normal,Cover
9985,20/09/2013 0:00,54,Balanced,,Little,62,Mixed,Organised,55,Normal,58,Normal,60,Normal,Organised,45,Medium,60,Press,52,Normal,Cover
9985,19/09/2014 0:00,54,Balanced,45,Normal,62,Mixed,Organised,55,Normal,58,Normal,60,Normal,Organised,45,Medium,54,Press,52,Normal,Cover
9985,10/09/2015 0:00,54,Balanced,45,Normal,62,Mixed,Organised,55,Normal,58,Normal,60,Normal,Organised,45,Medium,54,Press,52,Normal,Cover
10194,22/02/2010 0:00,65,Balanced,,Little,70,Long,Organised,70,Risky,70,Lots,55,Normal,Organised,35,Medium,70,Double,35,Normal,Cover
10194,22/02/2011 0:00,50,Balanced,,Little,80,Long,Organised,30,Safe,70,Lots,35,Normal,Organised,25,Deep,65,Press,50,Normal,Cover
10194,22/02/2012 0:00,75,Fast,,Little,75,Long,Organised,40,Normal,72,Lots,55,Normal,Organised,50,Medium,58,Press,45,Normal,Cover
10194,20/09/2013 0:00,75,Fast,,Little,73,Long,Organised,59,Normal,61,Normal,38,Normal,Organised,32,Deep,37,Press,41,Normal,Cover
10194,19/09/2014 0:00,48,Balanced,24,Little,55,Mixed,Organised,51,Normal,57,Normal,37,Normal,Organised,38,Medium,40,Press,41,Normal,Cover
10194,10/09/2015 0:00,48,Balanced,41,Normal,49,Mixed,Organised,51,Normal,59,Normal,49,Normal,Organised,44,Medium,37,Press,51,Normal,Cover
8472,22/02/2010 0:00,60,Balanced,,Little,70,Long,Organised,70,Risky,70,Lots,55,Normal,Organised,35,Medium,70,Double,35,Normal,Cover
8472,22/02/2011 0:00,55,Balanced,,Little,55,Mixed,Organised,55,Normal,65,Normal,55,Normal,Organised,45,Medium,55,Press,65,Normal,Cover
8472,22/02/2012 0:00,67,Fast,,Little,62,Mixed,Organised,44,Normal,72,Lots,59,Normal,Organised,47,Medium,53,Press,60,Normal,Cover
8472,20/09/2013 0:00,57,Balanced,,Little,66,Mixed,Organised,56,Normal,31,Little,72,Lots,Organised,47,Medium,52,Press,49,Normal,Cover
8472,19/09/2014 0:00,60,Balanced,33,Little,61,Mixed,Organised,56,Normal,44,Normal,58,Normal,Organised,41,Medium,38,Press,53,Normal,Cover
8472,10/09/2015 0:00,43,Balanced,43,Normal,51,Mixed,Organised,59,Normal,50,Normal,55,Normal,Organised,47,Medium,45,Press,49,Normal,Cover
10003,22/02/2010 0:00,65,Balanced,,Little,70,Long,Organised,70,Risky,70,Lots,70,Lots,Organised,70,High,70,Double,70,Wide,Cover
10003,22/02/2011 0:00,66,Balanced,,Little,34,Mixed,Organised,52,Normal,51,Normal,64,Normal,Organised,44,Medium,47,Press,64,Normal,Cover
10003,22/02/2012 0:00,26,Slow,,Little,24,Short,Organised,62,Normal,39,Normal,57,Normal,Free Form,48,Medium,58,Press,60,Normal,Cover
10003,20/09/2013 0:00,41,Balanced,,Little,39,Mixed,Organised,36,Normal,42,Normal,44,Normal,Free Form,52,Medium,58,Press,57,Normal,Cover
10003,19/09/2014 0:00,63,Balanced,34,Normal,34,Mixed,Organised,34,Normal,51,Normal,36,Normal,Free Form,51,Medium,58,Press,54,Normal,Cover
10003,10/09/2015 0:00,45,Balanced,44,Normal,42,Mixed,Organised,34,Normal,36,Normal,55,Normal,Free Form,31,Deep,47,Press,42,Normal,Cover
9867,22/02/2010 0:00,30,Slow,,Little,30,Short,Organised,45,Normal,30,Little,65,Normal,Organised,50,Medium,30,Contain,45,Normal,Cover
9867,22/02/2011 0:00,56,Balanced,,Little,51,Mixed,Organised,68,Risky,52,Normal,60,Normal,Organised,57,Medium,50,Press,67,Wide,Cover
9867,19/09/2014 0:00,56,Balanced,50,Normal,57,Mixed,Organised,56,Normal,51,Normal,54,Normal,Organised,52,Medium,50,Press,65,Normal,Cover
9867,10/09/2015 0:00,56,Balanced,50,Normal,57,Mixed,Organised,56,Normal,51,Normal,54,Normal,Organised,52,Medium,50,Press,69,Wide,Cover
10191,22/02/2011 0:00,51,Balanced,,Little,39,Mixed,Organised,54,Normal,46,Normal,31,Little,Organised,37,Medium,34,Press,46,Normal,Cover
10191,22/02/2012 0:00,58,Balanced,,Little,35,Mixed,Organised,67,Risky,32,Little,66,Normal,Organised,47,Medium,45,Press,53,Normal,Cover
10191,20/09/2013 0:00,58,Balanced,,Little,35,Mixed,Organised,67,Risky,32,Little,66,Normal,Organised,47,Medium,45,Press,53,Normal,Cover
10191,19/09/2014 0:00,58,Balanced,59,Normal,35,Mixed,Organised,64,Normal,36,Normal,66,Normal,Organised,47,Medium,45,Press,53,Normal,Cover
10191,10/09/2015 0:00,58,Balanced,59,Normal,35,Mixed,Organised,64,Normal,36,Normal,66,Normal,Organised,47,Medium,45,Press,53,Normal,Cover
9804,22/02/2010 0:00,45,Balanced,,Little,35,Mixed,Organised,40,Normal,30,Little,70,Lots,Free Form,45,Medium,35,Press,55,Normal,Cover
9804,22/02/2011 0:00,45,Balanced,,Little,35,Mixed,Organised,40,Normal,47,Normal,35,Normal,Organised,45,Medium,45,Press,55,Normal,Cover
9804,22/02/2012 0:00,50,Balanced,,Little,50,Mixed,Organised,50,Normal,65,Normal,50,Normal,Organised,35,Medium,45,Press,50,Normal,Cover
